Id,Price
725,151146.57023192925
15856,215121.15209248237
5480,227491.07537741383
15664,326909.00845064037
14275,147816.21820858232
7633,210417.71130720482
13329,179854.18993848178
5502,220962.27901566922
4220,301296.99776447844
11538,210439.7689106511
15975,267354.38413783896
3310,216412.44016750864
9286,154581.5758720395
11260,183663.41097687423
5214,105376.38583361679
11307,184218.85622965454
13543,400022.82411402074
615,180615.07318204961
3495,226577.90432477277
2321,240881.8152409277
12046,201953.08028404787
16688,138959.21995918217
12694,235413.0908270949
783,155710.26141838485
8968,174031.12217337626
13454,178991.69180678003
12190,246589.8924376555
11160,116715.65530881769
10291,180005.4048944401
891,270313.08753533085
2982,182254.28272585123
3818,276327.56991563184
2449,178653.49216526176
8317,165530.14282368514
4922,176745.07961441416
1257,234738.28988714426
9348,212010.07134097777
4176,177667.80483826366
10704,167391.29580373832
6624,121778.81541745157
5428,199201.4398516321
12749,152808.72312093244
8994,175322.14025196552
11513,150450.8123832693
3047,202726.86427126243
9519,203704.9588453323
12309,224757.82265136708
14081,274607.0777293651
8334,250772.76978642508
6343,188814.87140656338
14788,130413.35800126144
15748,363405.5558214927
153,248240.6069194567
14149,178555.28292496572
269,194026.41648987163
5452,138831.1765555863
721,159312.27710347844
5079,331811.03697487025
2831,108836.2437975638
10614,114632.63626571764
10131,306627.0977589407
9996,299745.0350882898
3061,183857.71911499745
11733,316348.90783409623
3726,237340.46834897727
10929,210746.94000173977
9011,360662.4880131124
16182,270984.71858528873
4976,181606.8981752715
9897,246996.5589885833
1872,156400.74414888932
9205,285128.8356492126
5403,383659.3605834169
14074,187446.1978326359
6268,155407.43795829784
14232,160718.40948920068
8532,206055.87788262928
7034,318003.16889734985
6553,474639.5363084831
3133,172826.07252327868
8596,206412.8521007606
12389,260007.67979900405
14462,177377.4447032491
8860,303363.0180789671
8377,290196.482254452
6367,300517.7678648189
6917,254709.94503083403
4216,211457.9542315248
5806,166058.03714384203
5438,174181.1669993246
6632,214424.83069931186
2650,161052.2729195922
5396,136595.90876549305
4044,148602.432889271
1345,272042.41547438665
856,178951.99415777434
12791,239168.79351404493
12499,215636.84483176292
12249,128106.7724119702
14641,143846.64036461408
1919,160648.74714200568
7848,194850.23393129234
10749,188439.34181484376
15554,189822.6618018819
15834,197152.08250132526
1355,169694.08840868648
15451,175706.60096905104
12401,208154.8147895521
10290,162951.61541030035
9462,111591.43914364859
3103,257888.81836430266
3420,141802.59434993216
12262,250235.3533811797
5032,146941.5425682827
8949,307797.0659346291
15567,234691.72663071516
16389,163703.45777561114
7809,89991.12076409781
8990,189653.6711633821
16089,267127.44199250266
12743,100127.53780486947
5132,127192.61128532968
1619,282223.50910820597
2428,73575.0959513537
16741,147771.08161720962
13193,199135.59562000894
12588,517943.7521757824
5067,174681.94688074113
14685,124957.58175798041
2292,170130.51567020576
5746,125268.40573063705
12578,160708.2003079992
14834,177060.5280942595
2147,182342.60266469084
8222,127817.14219127304
10419,262661.76689864276
11492,208301.9119460532
3006,214842.293659254
8761,199550.57405468612
15371,301244.12819769065
16367,166014.69839889786
6317,272576.1209372811
10878,266759.8717013067
3895,154034.41127542715
8041,143107.45425001337
13428,463612.17846252717
14669,146656.1645045551
1006,185552.2480712438
12271,179173.72516232132
3764,323848.0451432307
7675,208540.5127593722
11709,273733.5001572641
8629,160543.23900275902
1105,301627.8533337969
6096,193798.22271947045
11727,213323.2591280718
5157,174903.83271476097
3679,153093.90835561394
1755,125132.55346917838
7391,195502.9024211358
7425,99361.0609041415
6882,353038.23502169264
10752,420440.03245095926
7472,209438.51079454183
14320,107129.73660086666
9596,158339.7085008072
5317,217629.62016542497
7378,89236.87663152958
16154,180457.01846701052
3464,213492.85913793903
4197,228555.12348806974
9477,110722.23173163467
12705,185537.72921840198
16426,200462.96144262352
1481,69294.28131085538
9946,252394.4798156207
12025,222114.28552722343
5341,230293.85630718063
9923,279102.0591179211
7953,238052.59626764117
11066,274163.5729527796
5037,174408.23817022468
2509,184001.8324588505
4937,308752.50134673854
12089,362547.7983056664
4964,180383.9827853442
16500,262857.54413668124
4625,143810.98636608548
2363,448650.45884834224
8148,183986.45554810046
3804,186666.50595076891
4584,151950.19461463377
10694,112397.03928286504
2691,179919.7810433689
2983,214988.47717944477
13563,420362.53050637787
10747,217545.7841125047
1721,210763.69283379865
2789,285953.34379341005
7214,255901.7263887457
8659,230877.07974771515
5107,310627.2623982156
3843,244682.57610860135
14610,379767.79230326356
15505,161695.05796525598
5060,282907.8600873239
16055,261306.33595899976
14963,199972.78079142768
4118,134920.78289701868
1672,206028.40228850205
3209,167509.84666671488
16515,147178.2727836313
973,176413.9326085151
12529,181279.55059614326
5896,112337.50019214068
5450,287355.07348637766
3249,177052.81319263595
8911,168830.0631831995
5898,224222.46289538324
1024,178153.79046789368
4766,212120.7853985691
15804,186389.11496012562
14303,179878.33071372763
10707,188283.20972406567
6605,207853.48626555956
1138,492149.06348677754
14088,421263.83578628814
9154,180362.37837479747
8190,203613.22151145968
398,263629.09149947367
13302,298282.8434370234
9696,156485.30536829942
16786,127200.90846090374
16230,198531.34302612336
6552,178846.53776534097
923,216732.7055705747
9602,306830.85487406264
5857,280163.74339818646
8120,164286.7142928267
7134,186925.7608527407
11726,176288.1411476125
8069,118500.69296107946
12420,171957.3170709748
8604,203099.3761672261
4854,287525.33094749454
12212,177802.82240496253
12099,393131.9248646186
3882,356066.9565988787
6995,343295.5958105363
10172,218276.9304347606
11672,329647.38423788664
12897,297497.45030406304
16097,219232.9502051177
6779,280023.70723015716
11199,192562.05213487663
10816,361420.83086928935
143,426627.0308343929
5399,276925.428954675
3286,144941.80751660664
13706,175727.68239453924
1935,402531.6876028341
16000,211363.00541697763
2860,207677.2389832075
11407,215011.27640722803
16378,290417.09521856485
12278,159052.12503716775
3842,188297.31658430115
2692,336746.4175091913
7699,188721.48821408369
6825,284635.8856761608
7268,247743.37791132976
1477,383544.5301183491
9887,196587.27414467695
9436,187990.43562913794
3179,241571.34756264873
1350,435755.9430307437
10643,194374.9237924696
5793,268248.397033162
11494,376882.22806869156
4206,189593.8995405209
12419,235932.58697076995
8530,219068.45543680937
5985,185269.1448781681
8908,197300.26077148048
256,121474.26656068786
7234,177523.87471888028
5648,214304.98025967888
3014,212452.47129504607
2184,185836.9395403549
9189,279424.20188992546
14884,191063.48689828024
10333,161157.62143240654
15896,136877.15923912582
13269,163335.28746880288
8603,186797.7170774772
15087,168852.9669867749
4344,186541.76386067475
7981,72820.9088915712
10908,228688.3951388075
6190,160352.63099840668
11742,214352.08859056272
9224,143181.5002467262
14667,218792.74109768466
458,184687.57671417034
2464,315038.3560739235
12320,244514.67781602818
278,194561.52561062432
2912,215616.01650062934
6698,207252.63022606145
4510,119519.65076310895
4183,185147.91438640511
5551,212882.04426621896
12187,185844.3930865202
7948,224949.70163932434
10808,190410.97111259983
12432,186880.417117812
5356,179263.73073139877
8984,535383.8474413576
9203,187213.71036762054
15412,80685.15871771096
12041,137796.16504347598
7644,254760.91630260192
7071,193476.8379929655
10685,173651.83291729077
6763,327956.0204124843
940,143812.37594611256
14959,205812.30076707448
1338,141228.01686420693
5351,131562.72113215702
6524,187699.89603100528
12516,155025.54716534988
3288,260137.93477700438
3146,240848.7401810205
3954,185228.5354442493
11955,157286.1618117978
1211,192615.41159570066
15668,204354.25853567835
1320,80130.8289351999
9108,160253.5964983445
16482,385302.3641406013
5017,142705.98523683855
8290,207979.945973462
4304,429831.53519419424
1930,213378.87078699388
12530,168081.85868405746
11295,323143.3811575578
3002,149877.0828604524
15483,164115.6715721722
11525,200624.11047938437
13978,124475.3823659404
4885,158659.38736427025
8325,176589.21815430056
3630,129545.84334687825
9165,144581.74643483752
13945,249920.3930028605
10663,188044.04266059917
14803,180218.61581095087
7621,163524.0188932958
8205,236354.480882814
10387,212119.39019957793
5457,149935.17190749143
10234,370480.9683730906
6251,176039.21019637506
701,267460.5534996492
7930,174289.2759445314
15028,141711.59228615958
12172,80199.99715028642
5805,166231.8556588422
7411,326095.4205246488
14806,163849.12559288077
7890,164813.68891851124
10440,171676.7552887776
14926,163499.13010296525
5381,146983.44354365498
3800,390302.91034473234
10511,228254.61784861214
9324,239656.17561376875
3313,237973.41627932343
7351,149202.79413188327
8459,186486.8343068279
9957,128645.55973730543
12024,160205.00540731908
4380,241890.2412817297
5042,126055.44619786784
13289,151459.31778315146
13407,366448.9256190005
13258,149156.15331144413
15993,303061.0963406092
12525,181279.982707908
4062,239410.49064310436
12065,249418.01900415137
8227,175452.61974323448
11333,168395.3247481829
2867,140398.7787868839
3319,257314.54211930465
3523,324364.8151005528
7055,205314.54626243145
14930,181328.6825658165
3444,129640.78562124552
2940,336669.258547056
6935,407694.22293780156
16116,401039.97149185534
13370,252132.6988187994
6103,227317.99668585055
7446,178004.93594412704
1859,175347.66323513642
4079,182637.4880345782
3228,182143.23283141956
9665,166475.004408686
15957,425420.09718342684
11533,215840.20084263443
2314,122507.98948292738
4096,195467.255172996
13437,173899.04343047485
5980,185847.25579783143
2008,176189.31641913689
6754,187640.46494287954
4129,157636.77150814052
14557,255025.99093346394
7096,318242.4671930393
14297,242841.72312743613
3967,232632.93486053427
16485,106068.93000579008
13075,321910.8855606564
14289,187132.5009156555
10988,160155.7600768225
3230,150953.06118944535
13250,168381.95809160316
2559,176461.5670744118
7739,339693.33185744024
7213,169753.80140097678
6639,230052.79815986558
3164,321463.71590127447
15207,174135.528824406
5113,185856.891248767
3929,134989.74083569783
14493,238983.9839077112
11110,182740.1683203202
2033,201542.81783526886
16057,207305.86565845416
16709,236525.30772009838
14313,157052.37491239395
1028,285248.8115496889
7187,103519.40735113464
3738,343513.7086041799
9869,324033.6857956571
12644,196869.61503298522
3686,127562.93128754986
9196,255483.228107233
12326,209652.18042974148
4936,219047.99173549778
13314,172302.6303270296
9857,336009.9307807872
519,211702.76594246912
8410,178179.0287043955
1720,178596.64295597558
10341,246189.7940605235
14415,171207.2662166457
10613,329154.3340372528
8027,213099.23615778933
15539,272032.34949111944
7431,270606.99835512554
1370,135882.766407311
12708,146703.969384642
2250,210269.7852146954
14758,146096.4204403679
8525,335707.5182280956
1538,306641.86419459304
1142,137201.57005325728
1152,245789.7461606707
9802,183421.76710149954
3331,325786.11169271707
15203,188153.48872430387
4247,168383.21940957545
1976,473227.0379172375
2346,180454.1097199772
10078,247177.3884863271
1938,218507.5436768167
7819,188315.48098437715
2168,241902.13428465812
15634,225821.4982548429
8465,228483.39563989537
9313,146769.1485708244
6539,133686.87524162667
6325,102087.53323012192
13442,278799.62596366217
9967,230722.63197723273
7893,275394.7599690306
2861,190131.60078594834
11031,351123.1356747536
15073,131598.60316857416
13837,154520.30877457644
2524,232835.4740029782
8617,217347.3266984561
13513,182185.54033536685
3081,212431.35773682164
10675,279542.4837766744
1907,89734.14259130794
4872,234433.26352052443
16274,321478.046150756
11837,242975.69632501484
16577,243118.0559648458
5231,303275.1227860685
11315,206140.65116809783
273,212789.85967755454
8363,215404.3041423828
4255,217360.79058440507
16330,242981.32229434737
11528,175120.6594179602
14799,271852.61100991606
1611,295054.4071179107
9234,175290.51621535915
1633,109031.99276611218
6791,249736.72886001057
11567,458627.83512609097
3070,213023.80596208054
12094,239784.90043530255
14335,362835.15897971817
137,169845.09789970436
7182,152530.62713792
11718,184683.73316777675
5194,99381.824667623
97,375460.2833701191
5118,454819.8633398004
13920,285798.13680735655
9952,185901.55395284985
15337,201801.3776201411
10243,214878.01934378888
4048,373100.62888960354
171,220936.9639497737
11378,170422.26223118094
14190,170167.49940000838
15265,144394.3611844068
2740,147388.86394138125
5573,250480.16083498363
4481,215631.5491127227
2631,147464.9288757121
4984,254521.4738868648
16466,188587.77313394687
16716,117816.13622344653
15325,176062.67752797378
10115,183284.9250366736
117,427263.90830405534
5476,108528.7360575614
11757,179299.6175523607
12359,117272.20303412127
15546,194177.4207612652
8133,156066.65152436998
9018,323874.90345639666
2075,168496.60350395637
11170,290613.617606029
15733,213586.32165450737
9280,140974.745982086
10734,317765.9892658519
14071,160571.55938546034
7373,222890.35971487744
14736,173951.57436068027
3458,118039.09559442132
6183,160448.80939102324
7825,231201.38005795065
16775,171330.46699694387
5717,179666.61556049713
12397,139577.7607488308
8189,521889.0062193086
4423,220072.62884000357
3994,130584.16473713882
10342,199086.78811193723
10051,182277.45665554213
9453,140725.3969139997
12593,516432.8778275404
1274,88222.68725986118
6933,302337.0504850863
1761,146521.57411215545
7157,330015.33557593444
15169,139593.7736386885
6792,392805.5355918609
13830,167486.6050962327
7240,175440.709860498
3051,259669.76916473304
6550,115396.21752173245
4603,185384.6454320672
5729,156368.97053590254
13473,327674.282148431
15104,143365.17065542281
6599,387450.44433956814
2216,350973.0502809898
8721,292064.158218201
3645,198913.83447245669
8664,208837.86336431198
11001,190610.4591369992
753,162072.88434471597
8129,230527.11293878456
15235,172773.48169146228
3359,193900.15390891058
10424,249981.26415100525
10226,226365.69715363867
9252,172338.44948631988
3008,248313.2015577722
5849,176488.68445339182
8494,191356.4188609397
6764,355599.119402383
12445,318860.84077353455
11716,184822.82872636113
4508,114786.03561528979
5669,208172.65222873338
11427,110332.25973453572
11065,188636.69721234363
8910,211696.7231542038
16401,93428.05713501405
11913,152432.65943032148
6221,213479.0569195026
10839,194259.43704446763
2809,220246.15389362068
13311,162894.32658453446
6866,188792.7197633296
6019,166446.8277118314
3024,176309.2988003604
1391,217016.43188343477
15904,204890.41268322003
15858,304591.2255052659
9911,247379.30522417015
16579,196039.28732827224
4394,273187.14740499336
1468,473315.3619760189
12965,150701.7137416094
2249,164576.69743680407
14384,151907.7401032251
13040,123190.3886095889
8872,136056.979446769
12864,250904.38069199762
15712,158814.10861951776
14049,167550.4344170073
1840,114418.03490930483
12019,179723.07540470947
8948,166509.16969854684
15154,198275.1469506852
6943,148230.48089709383
12564,383189.8617202162
12766,167760.87213247223
7255,244551.80853643347
7962,151816.44156754966
709,141445.32052634357
4634,142791.39199586154
889,243763.2014362416
4774,135327.57160640057
13890,178580.202352564
15431,137022.59206894948
8726,262123.29835687642
10373,144448.89964757612
6413,156639.73355443001
9761,150909.5055170665
15864,156581.28336705803
6147,140407.82515747502
3384,243613.45904781352
320,262525.35917907214
8006,192274.98100244705
14395,182103.75962319117
14976,95817.89273359292
12185,227975.18767461277
4779,142116.6324385629
8551,145875.07496484712
9025,273832.68095220026
10616,224532.194738559
7475,108315.24027553987
6341,308603.54462173954
14163,149326.4118598747
2211,190981.21030287526
10532,294018.2007984801
14338,140265.22013939117
831,175634.20992724027
3382,174764.75647590272
9209,319894.11027017975
7188,220977.46211416536
7197,222326.79179139607
11270,152250.34035460147
15918,92545.84901353445
6937,547662.9207475254
6178,189393.85642454523
10668,128869.83165446318
1413,260112.69253289994
6884,348267.2794249488
8266,214268.84085327352
14019,192607.43975032962
16764,148866.1773026454
15306,174367.42356505676
3740,226891.3827447004
5298,198412.70349581077
8319,178724.37967127006
4229,177837.83526867797
13429,181479.00719221006
1753,365518.1079814956
860,257426.09979025784
14219,140333.32467836144
12113,198165.17005558274
11309,125377.7950046244
9930,203018.07805998478
10570,210270.8534597762
2839,170558.7965496212
6699,126542.15508285978
16647,117347.75075062629
5325,226472.7271986282
13733,129549.35637742642
7818,291107.60913331533
12505,234021.5172953059
9489,191552.34525869504
10106,197262.79819178037
7864,197492.20515280552
5134,228008.2350736433
11859,143346.40638196006
7440,390176.98924088577
1525,293130.0354485423
7339,184578.35339937883
8,333898.11754851026
3248,121048.0350059651
8995,240322.8259854671
15178,69123.23331996438
8594,159675.1470349529
15770,222829.5738199317
15859,348677.78736056836
1735,327402.2531938095
11410,494201.38187198347
16397,159121.0482253837
3572,148520.74290333354
5501,106208.45187461794
969,186666.23633197296
6977,390479.5125877027
1233,177170.81822118306
4258,153406.72900660615
90,323566.1216724437
16650,182127.67150875105
197,101924.45182165568
12514,277111.5130822483
4367,171517.95287392117
3199,177415.14232254925
5600,203149.22549278234
11641,175978.73484500815
14609,126482.19658618484
12775,168804.93009705204
14240,165213.9057054246
7933,209398.68638758405
6945,389321.343175303
14006,203774.86775529064
6320,260000.97731549476
12061,199995.28121794524
16369,212107.21888667264
16354,348255.0335558003
3970,354319.58317488467
1048,213115.09708342818
3639,215314.89770655558
14448,226812.03177921902
2812,288506.43618976563
3932,145509.80114929535
14875,240037.5638160402
8883,116797.90428727577
7622,271630.24670393654
7252,123199.83060133258
9751,174020.40183279946
2378,204528.96218830743
6816,266050.54309461097
15358,205205.5330732626
7843,139470.14053702398
10448,387779.86528369936
7840,305051.44843048917
8880,227878.7492813823
12551,323292.59695645614
15470,204322.24690404863
16207,230756.3919036636
12123,126430.4037689708
15247,233437.85818672657
7481,184902.64590563133
16171,354060.8399291718
7461,326667.13821153215
902,258795.98813864362
13094,168335.49678286992
11584,248128.0453046363
4462,198144.64869721542
15576,139297.45899991394
16606,263301.95444200945
5427,322345.3652514804
7725,180921.03339724758
5409,175771.47899456526
12579,125695.55265704136
12013,242246.1615714661
11321,207084.09779032695
9932,138438.00643808467
591,149700.69431271777
10357,204678.41070238024
3336,234676.44482951687
13,177026.55514254305
4809,214830.500491159
7555,175043.84168899793
15172,386377.4941386653
6989,146149.8233928696
4707,184103.04137433955
2046,242359.51363654085
6495,127116.49456989985
3873,184101.37161349104
7061,208737.25964963392
12112,229507.6014547474
8917,356070.9671320565
7735,155474.18970659177
16442,215640.6679818361
4244,169486.364050591
3747,318899.07618373196
11086,179884.40927368193
10080,208576.7146093035
15057,230746.596705229
1331,183162.57497061804
8891,172957.37414119247
13411,224871.24741033462
16730,204266.4100273734
2267,200998.08776438874
3022,180058.28336724063
11190,218884.6095239647
11857,189870.5150155713
9318,199527.6262541266
16512,171099.70423437445
2053,232778.49471821607
13707,127905.72722207755
12143,151767.4103115234
14080,160562.50511464622
6130,177960.3545321903
7936,88819.6134612547
10101,176200.28498447777
5663,190276.16014047177
14811,128671.95139417186
1366,200165.7612611168
908,208914.11202900507
2953,122671.28938723338
14629,142977.4463573539
15096,425989.20942099317
2115,176545.92872061778
11770,167034.682862573
12701,193107.26090581913
14584,133620.0154158876
1893,421177.672280819
9501,527950.9838585898
2138,123518.4811947681
9346,215609.12117629786
15960,304976.42994278955
8230,155046.82371297857
13843,219696.1781384437
13810,215173.0648601034
15650,187676.71691500195
9974,140424.92179973802
12200,205036.58117810194
538,217345.44524673137
5334,193800.37910124328
14823,116877.79560955049
4817,172324.03328803915
9041,201177.86688551828
4359,274140.48212115484
4852,305276.7851564578
10141,145860.43981825205
1503,190125.60068961934
16256,427530.85193963797
683,116436.14604413306
14382,196664.82304731314
7248,204611.35288385782
1200,170928.4726148474
3563,165676.24334328726
3681,400640.5586844217
3053,256922.51132120437
4099,211713.19602606609
807,124757.49397665562
4658,323902.14501990133
3535,181787.73291312426
12548,156120.44126705985
10488,190770.1345986431
5851,138883.47217658293
13736,240969.86513990368
875,167136.92604532308
14449,151965.436648788
3958,334500.25273505575
10727,171612.8516927758
11296,138988.44277056164
13646,265376.7853819296
9599,226452.25371883507
7135,280692.0790690167
5943,343110.46061338333
2695,261507.87950088008
6766,217719.09040367752
5630,169748.39701826774
13586,215640.22443126226
3507,464243.52813790226
10014,134866.64390026845
459,254564.64378931228
3582,220296.43262252395
8560,250050.60166189366
3372,177681.58481362025
13109,262889.3665141692
8160,204873.45220211844
10706,208278.4184958356
9104,333053.06691871886
2870,208598.17549136578
13712,126752.99605574261
13924,131593.65239577997
798,240598.3751933533
9750,391048.80341404304
16248,377352.6629611879
3170,176019.87903799507
12700,208555.4352256118
10601,152024.4890044038
514,208781.40268727872
4010,299743.8680564106
8124,152770.1959307332
10800,188013.73456779387
13628,203757.04054410127
11637,144469.25803088525
781,164611.53946349813
16156,192360.3747288782
12618,263659.80781819276
9766,178020.99803050802
15987,261237.44899427597
11051,312991.00466766267
7673,196896.17491959553
1245,360796.526196792
2443,148441.99448653008
7413,71800.016281869
310,145139.7532618814
10921,227769.81745161224
8709,93091.59127168704
12404,320113.33656930015
14986,222453.64884528331
10714,345879.0574976868
14286,220872.80273661498
13828,353385.16784554755
8926,427002.1358894283
12233,181498.77552633025
3913,210041.56984280888
5221,207576.41073850341
14965,85525.32532646612
862,182607.4218086237
13907,145448.1282558832
5418,188702.04155560012
2045,196883.00712366242
13321,187973.51117009678
2762,274094.10069807636
13888,161039.94277942734
14962,148183.7741231186
13305,372815.2763946516
8487,260507.39603332587
7146,162394.6600821662
1134,176084.24959125734
15092,332629.9934891852
13760,243777.09860628948
11958,447092.369305931
3177,177524.05037139152
11350,216940.21523931174
1524,139075.11152273932
5527,227892.2384671301
2872,187867.58561220366
8602,354766.11141406256
3067,337143.5408946194
10435,217068.74869014838
11222,212131.6185591431
8700,147661.80277129705
10961,240402.20266011302
14305,196355.25378279004
8362,286211.107375253
4979,154573.93947420578
7180,334406.3308723353
5763,110889.396071912
2192,159084.31461039087
13581,176127.88038606677
10720,150672.06030579188
1358,254146.37299865662
13366,326109.4352494633
13539,359677.72447874723
12849,208608.2978736306
6794,175001.12236566524
525,512462.76766715525
12223,379094.84946249815
16271,128591.00133735978
5818,134592.7931919882
16588,277878.3617703488
8981,121672.29030347787
16476,131669.67638753031
14663,178069.50708054684
3,145943.14995256634
6615,131181.68062853278
12215,275459.7854948418
304,263150.3549824597
13634,264592.5587791473
9208,198972.43283183526
2175,167546.47895540978
250,212478.86424436665
6045,190654.0305683542
10516,159744.03110539363
1852,425228.66874405934
1573,188049.9156862203
15079,164363.82297877932
5500,183434.88497591342
15775,156276.54832589428
3198,171344.48214844696
6718,198607.99631078372
4149,155010.20042723295
9627,246494.1907212834
7595,289613.35316826904
4538,194982.9896540491
3555,224846.15618284076
10483,377936.1306846094
8834,171843.91082840477
16412,188226.0543490551
6449,157435.62219842378
2767,199639.57068427387
11498,181207.2155870936
16472,149367.56321350177
178,291102.299571142
10948,184151.26950650982
13313,327704.6642392485
8065,136897.94793880027
102,156789.87313964593
14428,153286.07314804246
11973,137805.58893856074
6663,178096.38397469034
15989,140148.90890416043
10955,472796.46949067264
11772,148755.74336880867
11364,243934.17197603703
7082,171684.53540173123
7749,373805.51049625874
6428,130632.11845706098
6869,101005.75174381629
295,176412.25422692642
12266,266909.3646286085
11129,239349.9086107959
826,285161.39422901976
3262,231626.63405587667
15641,276060.2159648147
1662,509350.1107298682
10926,215914.971875608
10232,248923.00169069582
6376,185407.94703009244
7817,192022.2139448908
354,205401.71767775714
10076,186225.404545397
11379,315927.8276549394
10184,122431.15651905569
4696,360761.7710118827
13562,509101.30956388556
5436,189179.79225680712
13196,105097.8292759827
14939,281514.77244183666
14004,226841.84544357896
5916,181582.58524723846
7229,181732.41915827352
9143,153173.7908244391
3440,196390.5617460337
319,177938.19765673165
11683,237732.37489839626
12647,231326.31590945064
12788,152833.5176681334
13662,241320.0382706086
423,305409.5411228581
5222,202705.84969725282
9242,181744.41265577142
2641,187713.00151736024
4855,144194.04572907725
5360,168045.52715699468
9799,144975.78420985478
5526,249564.51833463064
10309,161233.14502193735
2144,342110.69455883757
7191,193469.35331918317
6732,159642.4219609707
14789,157031.59225351983
13525,154397.04195063474
4066,386592.36363705347
16422,202808.33202630372
14890,197253.92898615383
2922,235603.4694107679
3601,121841.048109474
13416,112209.98174474308
14363,199915.45762820053
9496,283454.9730264215
7115,349228.5320713187
8615,154359.1297505565
5218,82644.70605080463
9493,213840.99609740928
10623,185332.91363687054
